Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
Capital One,"Senior Product Manager, AI & Developer Productivity Data Strategy","New York, NY",capital-one-senior-product-manager-ai-developer-productivity-data-strategy,curated-role,,,,https://welc.ing/r/pkt-o3rghp,https://welc.ing/packets/pkt-o3rghp/resume-light.pdf,https://welc.ing/packets/pkt-o3rghp/resume.pdf,https://welc.ing/packets/pkt-o3rghp/cover-letter.txt,https://welc.ing/packets/pkt-o3rghp/cover-letter.pdf,https://welc.ing/packets/pkt-o3rghp/pitch.html,
Circle,"Lead Product Manager, Token",New York City Metropolitan Area,circle-lead-product-manager-token,curated-role,https://careers.circle.com,live,,https://welc.ing/r/pkt-hnfj2s,https://welc.ing/packets/pkt-hnfj2s/resume-light.pdf,https://welc.ing/packets/pkt-hnfj2s/resume.pdf,https://welc.ing/packets/pkt-hnfj2s/cover-letter.txt,https://welc.ing/packets/pkt-hnfj2s/cover-letter.pdf,https://welc.ing/packets/pkt-hnfj2s/pitch.html,
Cockroach Labs,Sr. Product Manager - Business Continuity & Disaster Recovery (BCDR),"New York, NY",cockroach-labs-sr-product-manager-business-continuity-disaster-recovery-bcdr,curated-role,https://boards.greenhouse.io/cockroachlabs,live,,https://welc.ing/r/pkt-hw68cp,https://welc.ing/packets/pkt-hw68cp/resume-light.pdf,https://welc.ing/packets/pkt-hw68cp/resume.pdf,https://welc.ing/packets/pkt-hw68cp/cover-letter.txt,https://welc.ing/packets/pkt-hw68cp/cover-letter.pdf,https://welc.ing/packets/pkt-hw68cp/pitch.html,
CrowdStrike,Principal Product Manager - Threat Detection Engine and Content (Hybrid),"New York, NY",crowdstrike-principal-product-manager-threat-detection-engine-and-content-hybrid,curated-role,https://www.crowdstrike.com/careers,live,,https://welc.ing/r/pkt-1w1tu20,https://welc.ing/packets/pkt-1w1tu20/resume-light.pdf,https://welc.ing/packets/pkt-1w1tu20/resume.pdf,https://welc.ing/packets/pkt-1w1tu20/cover-letter.txt,https://welc.ing/packets/pkt-1w1tu20/cover-letter.pdf,https://welc.ing/packets/pkt-1w1tu20/pitch.html,
Decagon,Senior Agent Product Manager,"New York, NY",decagon-senior-agent-product-manager,curated-role,https://www.decagon.com/careers,live,,https://welc.ing/r/pkt-17fwogj,https://welc.ing/packets/pkt-17fwogj/resume-light.pdf,https://welc.ing/packets/pkt-17fwogj/resume.pdf,https://welc.ing/packets/pkt-17fwogj/cover-letter.txt,https://welc.ing/packets/pkt-17fwogj/cover-letter.pdf,https://welc.ing/packets/pkt-17fwogj/pitch.html,
Diligent,Senior Product Manager,"New York, NY",diligent-senior-product-manager,curated-role,https://boards.greenhouse.io/diligent,live,,https://welc.ing/r/pkt-1t6ec1k,https://welc.ing/packets/pkt-1t6ec1k/resume-light.pdf,https://welc.ing/packets/pkt-1t6ec1k/resume.pdf,https://welc.ing/packets/pkt-1t6ec1k/cover-letter.txt,https://welc.ing/packets/pkt-1t6ec1k/cover-letter.pdf,https://welc.ing/packets/pkt-1t6ec1k/pitch.html,
DoubleVerify,"Product Manager, Scibids AI","New York, NY",doubleverify-product-manager-scibids-ai,curated-role,https://boards.greenhouse.io/doubleverify,live,,https://welc.ing/r/pkt-1uvbmxs,https://welc.ing/packets/pkt-1uvbmxs/resume-light.pdf,https://welc.ing/packets/pkt-1uvbmxs/resume.pdf,https://welc.ing/packets/pkt-1uvbmxs/cover-letter.txt,https://welc.ing/packets/pkt-1uvbmxs/cover-letter.pdf,https://welc.ing/packets/pkt-1uvbmxs/pitch.html,
DoubleVerify,Senior Principal Product Manager (Rockerbox),"New York, NY",doubleverify-senior-principal-product-manager-rockerbox,curated-role,https://boards.greenhouse.io/doubleverify,live,,https://welc.ing/r/pkt-u85dl7,https://welc.ing/packets/pkt-u85dl7/resume-light.pdf,https://welc.ing/packets/pkt-u85dl7/resume.pdf,https://welc.ing/packets/pkt-u85dl7/cover-letter.txt,https://welc.ing/packets/pkt-u85dl7/cover-letter.pdf,https://welc.ing/packets/pkt-u85dl7/pitch.html,
Duolingo,"Senior Product Manager, Monetization","New York, NY",duolingo-senior-product-manager-monetization,curated-role,https://jobs.smartrecruiters.com/duolingo,live,,https://welc.ing/r/pkt-z8gfe5,https://welc.ing/packets/pkt-z8gfe5/resume-light.pdf,https://welc.ing/packets/pkt-z8gfe5/resume.pdf,https://welc.ing/packets/pkt-z8gfe5/cover-letter.txt,https://welc.ing/packets/pkt-z8gfe5/cover-letter.pdf,https://welc.ing/packets/pkt-z8gfe5/pitch.html,
eClerx,AI Product Manager,"New York, NY",eclerx-ai-product-manager,curated-role,https://careers.eclerx.com,live,,https://welc.ing/r/pkt-1x8hy67,https://welc.ing/packets/pkt-1x8hy67/resume-light.pdf,https://welc.ing/packets/pkt-1x8hy67/resume.pdf,https://welc.ing/packets/pkt-1x8hy67/cover-letter.txt,https://welc.ing/packets/pkt-1x8hy67/cover-letter.pdf,https://welc.ing/packets/pkt-1x8hy67/pitch.html,
Elite Technology,"Group Product Manager, AI and Data Strategy","New York, NY",elite-technology-group-product-manager-ai-and-data-strategy,curated-role,https://boards.greenhouse.io/elitetechnology,live,,https://welc.ing/r/pkt-9sdbut,https://welc.ing/packets/pkt-9sdbut/resume-light.pdf,https://welc.ing/packets/pkt-9sdbut/resume.pdf,https://welc.ing/packets/pkt-9sdbut/cover-letter.txt,https://welc.ing/packets/pkt-9sdbut/cover-letter.pdf,https://welc.ing/packets/pkt-9sdbut/pitch.html,
FanDuel,"Senior Product Manager, Search & AI","New York, NY",fanduel-senior-product-manager-search-ai,curated-role,https://boards.greenhouse.io/fanduel,live,,https://welc.ing/r/pkt-4d9os9,https://welc.ing/packets/pkt-4d9os9/resume-light.pdf,https://welc.ing/packets/pkt-4d9os9/resume.pdf,https://welc.ing/packets/pkt-4d9os9/cover-letter.txt,https://welc.ing/packets/pkt-4d9os9/cover-letter.pdf,https://welc.ing/packets/pkt-4d9os9/pitch.html,
Fora Travel,"Senior Product Manager, AI Agents & Data","New York, NY",fora-travel-senior-product-manager-ai-agents-data,curated-role,https://boards.greenhouse.io/foratravel,live,,https://welc.ing/r/pkt-1fa7voo,https://welc.ing/packets/pkt-1fa7voo/resume-light.pdf,https://welc.ing/packets/pkt-1fa7voo/resume.pdf,https://welc.ing/packets/pkt-1fa7voo/cover-letter.txt,https://welc.ing/packets/pkt-1fa7voo/cover-letter.pdf,https://welc.ing/packets/pkt-1fa7voo/pitch.html,
Gen,Principal Product Manager,"New York, NY",gen-principal-product-manager,curated-role,,,,https://welc.ing/r/pkt-1bz3m48,https://welc.ing/packets/pkt-1bz3m48/resume-light.pdf,https://welc.ing/packets/pkt-1bz3m48/resume.pdf,https://welc.ing/packets/pkt-1bz3m48/cover-letter.txt,https://welc.ing/packets/pkt-1bz3m48/cover-letter.pdf,https://welc.ing/packets/pkt-1bz3m48/pitch.html,
Gen,Senior Product Manager – Norton 360,"New York, NY",gen-senior-product-manager-norton-360,curated-role,,,,https://welc.ing/r/pkt-10pbrjr,https://welc.ing/packets/pkt-10pbrjr/resume-light.pdf,https://welc.ing/packets/pkt-10pbrjr/resume.pdf,https://welc.ing/packets/pkt-10pbrjr/cover-letter.txt,https://welc.ing/packets/pkt-10pbrjr/cover-letter.pdf,https://welc.ing/packets/pkt-10pbrjr/pitch.html,
Gen,Senior Product Manager - Norton Money,"New York, NY",gen-senior-product-manager-norton-money,curated-role,,,,https://welc.ing/r/pkt-12qld6c,https://welc.ing/packets/pkt-12qld6c/resume-light.pdf,https://welc.ing/packets/pkt-12qld6c/resume.pdf,https://welc.ing/packets/pkt-12qld6c/cover-letter.txt,https://welc.ing/packets/pkt-12qld6c/cover-letter.pdf,https://welc.ing/packets/pkt-12qld6c/pitch.html,
Gusto,"Principal Product Manager, Cash Flow","New York, NY",gusto-principal-product-manager-cash-flow,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-1x9d52p,https://welc.ing/packets/pkt-1x9d52p/resume-light.pdf,https://welc.ing/packets/pkt-1x9d52p/resume.pdf,https://welc.ing/packets/pkt-1x9d52p/cover-letter.txt,https://welc.ing/packets/pkt-1x9d52p/cover-letter.pdf,https://welc.ing/packets/pkt-1x9d52p/pitch.html,
Gusto,"Senior Product Manager, Contractor Products","New York, NY",gusto-senior-product-manager-contractor-products,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-1iavcwf,https://welc.ing/packets/pkt-1iavcwf/resume-light.pdf,https://welc.ing/packets/pkt-1iavcwf/resume.pdf,https://welc.ing/packets/pkt-1iavcwf/cover-letter.txt,https://welc.ing/packets/pkt-1iavcwf/cover-letter.pdf,https://welc.ing/packets/pkt-1iavcwf/pitch.html,
Gusto,"Senior Product Manager, Symmetry New Tax Products","New York, NY",gusto-senior-product-manager-symmetry-new-tax-products,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-mn5lsx,https://welc.ing/packets/pkt-mn5lsx/resume-light.pdf,https://welc.ing/packets/pkt-mn5lsx/resume.pdf,https://welc.ing/packets/pkt-mn5lsx/cover-letter.txt,https://welc.ing/packets/pkt-mn5lsx/cover-letter.pdf,https://welc.ing/packets/pkt-mn5lsx/pitch.html,
hackajob,Data Product Manager - Executive Director,"New York, NY",hackajob-data-product-manager-executive-director,curated-role,https://www.hackajob.com/jobs,live,,https://welc.ing/r/pkt-sqrqxr,https://welc.ing/packets/pkt-sqrqxr/resume-light.pdf,https://welc.ing/packets/pkt-sqrqxr/resume.pdf,https://welc.ing/packets/pkt-sqrqxr/cover-letter.txt,https://welc.ing/packets/pkt-sqrqxr/cover-letter.pdf,https://welc.ing/packets/pkt-sqrqxr/pitch.html,
hackajob,"Director, POM Technical Product Management, AI Hub","New York, NY",hackajob-director-pom-technical-product-management-ai-hub,curated-role,https://www.hackajob.com/jobs,live,,https://welc.ing/r/pkt-ujf5yh,https://welc.ing/packets/pkt-ujf5yh/resume-light.pdf,https://welc.ing/packets/pkt-ujf5yh/resume.pdf,https://welc.ing/packets/pkt-ujf5yh/cover-letter.txt,https://welc.ing/packets/pkt-ujf5yh/cover-letter.pdf,https://welc.ing/packets/pkt-ujf5yh/pitch.html,
hackajob,"Director, Product Manager, Developer Experience, AI","New York, NY",hackajob-director-product-manager-developer-experience-ai,curated-role,https://www.hackajob.com/jobs,live,,https://welc.ing/r/pkt-w0gk8k,https://welc.ing/packets/pkt-w0gk8k/resume-light.pdf,https://welc.ing/packets/pkt-w0gk8k/resume.pdf,https://welc.ing/packets/pkt-w0gk8k/cover-letter.txt,https://welc.ing/packets/pkt-w0gk8k/cover-letter.pdf,https://welc.ing/packets/pkt-w0gk8k/pitch.html,
hackajob,"Vice President, Product Manager — Identity","New York, NY",hackajob-vice-president-product-manager-identity,curated-role,https://www.hackajob.com/jobs,live,,https://welc.ing/r/pkt-1pqbg44,https://welc.ing/packets/pkt-1pqbg44/resume-light.pdf,https://welc.ing/packets/pkt-1pqbg44/resume.pdf,https://welc.ing/packets/pkt-1pqbg44/cover-letter.txt,https://welc.ing/packets/pkt-1pqbg44/cover-letter.pdf,https://welc.ing/packets/pkt-1pqbg44/pitch.html,
Headway,"Staff Product Manager, AI Platform","New York, United States",headway-staff-product-manager-ai-platform,curated-role,https://jobs.smartrecruiters.com/headway,live,,https://welc.ing/r/pkt-hx5ysg,https://welc.ing/packets/pkt-hx5ysg/resume-light.pdf,https://welc.ing/packets/pkt-hx5ysg/resume.pdf,https://welc.ing/packets/pkt-hx5ysg/cover-letter.txt,https://welc.ing/packets/pkt-hx5ysg/cover-letter.pdf,https://welc.ing/packets/pkt-hx5ysg/pitch.html,
Hinge,"Senior Lead Product Manager, Matching","New York, NY",hinge-senior-lead-product-manager-matching,curated-role,https://www.hinge.com/careers,live,,https://welc.ing/r/pkt-lujrb6,https://welc.ing/packets/pkt-lujrb6/resume-light.pdf,https://welc.ing/packets/pkt-lujrb6/resume.pdf,https://welc.ing/packets/pkt-lujrb6/cover-letter.txt,https://welc.ing/packets/pkt-lujrb6/cover-letter.pdf,https://welc.ing/packets/pkt-lujrb6/pitch.html,
Hitachi Vantara,"Senior Product Manager, AI Platforms",United States,hitachi-vantara-senior-product-manager-ai-platforms,curated-role,,,,https://welc.ing/r/pkt-ej45z4,https://welc.ing/packets/pkt-ej45z4/resume-light.pdf,https://welc.ing/packets/pkt-ej45z4/resume.pdf,https://welc.ing/packets/pkt-ej45z4/cover-letter.txt,https://welc.ing/packets/pkt-ej45z4/cover-letter.pdf,https://welc.ing/packets/pkt-ej45z4/pitch.html,
Ironclad,"Senior Staff Product Manager, Growth","New York, NY",ironclad-senior-staff-product-manager-growth,curated-role,,,,https://welc.ing/r/pkt-5g5fwb,https://welc.ing/packets/pkt-5g5fwb/resume-light.pdf,https://welc.ing/packets/pkt-5g5fwb/resume.pdf,https://welc.ing/packets/pkt-5g5fwb/cover-letter.txt,https://welc.ing/packets/pkt-5g5fwb/cover-letter.pdf,https://welc.ing/packets/pkt-5g5fwb/pitch.html,
JPMorganChase,Product Manager - AI Risk Transformation - Vice President,"New York, NY",jpmorganchase-product-manager-ai-risk-transformation-vice-president,curated-role,https://careers.jpmorganchase.com,live,,https://welc.ing/r/pkt-1fpldon,https://welc.ing/packets/pkt-1fpldon/resume-light.pdf,https://welc.ing/packets/pkt-1fpldon/resume.pdf,https://welc.ing/packets/pkt-1fpldon/cover-letter.txt,https://welc.ing/packets/pkt-1fpldon/cover-letter.pdf,https://welc.ing/packets/pkt-1fpldon/pitch.html,
JPMorganChase,Senior AI Product Manager,"New York, NY",jpmorganchase-senior-ai-product-manager,curated-role,https://careers.jpmorganchase.com,live,,https://welc.ing/r/pkt-1xqoe5,https://welc.ing/packets/pkt-1xqoe5/resume-light.pdf,https://welc.ing/packets/pkt-1xqoe5/resume.pdf,https://welc.ing/packets/pkt-1xqoe5/cover-letter.txt,https://welc.ing/packets/pkt-1xqoe5/cover-letter.pdf,https://welc.ing/packets/pkt-1xqoe5/pitch.html,
JPMorganChase,"Vice President, Product Manager - CRM & Advisor Platform","New York, NY",jpmorganchase-vice-president-product-manager-crm-advisor-platform,curated-role,https://careers.jpmorganchase.com,live,,https://welc.ing/r/pkt-khlhlw,https://welc.ing/packets/pkt-khlhlw/resume-light.pdf,https://welc.ing/packets/pkt-khlhlw/resume.pdf,https://welc.ing/packets/pkt-khlhlw/cover-letter.txt,https://welc.ing/packets/pkt-khlhlw/cover-letter.pdf,https://welc.ing/packets/pkt-khlhlw/pitch.html,
Kensho Technologies,Senior Product Manager,"New York, NY",kensho-technologies-senior-product-manager,curated-role,,,,https://welc.ing/r/pkt-1uka4wt,https://welc.ing/packets/pkt-1uka4wt/resume-light.pdf,https://welc.ing/packets/pkt-1uka4wt/resume.pdf,https://welc.ing/packets/pkt-1uka4wt/cover-letter.txt,https://welc.ing/packets/pkt-1uka4wt/cover-letter.pdf,https://welc.ing/packets/pkt-1uka4wt/pitch.html,
Kroll,"Manager, AI Transformation – Advisory","New York, NY",kroll-manager-ai-transformation-advisory,curated-role,https://careers.kroll.com,live,,https://welc.ing/r/pkt-8plz00,https://welc.ing/packets/pkt-8plz00/resume-light.pdf,https://welc.ing/packets/pkt-8plz00/resume.pdf,https://welc.ing/packets/pkt-8plz00/cover-letter.txt,https://welc.ing/packets/pkt-8plz00/cover-letter.pdf,https://welc.ing/packets/pkt-8plz00/pitch.html,
LinkedIn,Product Manager Paid Consultant - Launch & Deployment,United States,linkedin-product-manager-paid-consultant-launch-deployment,curated-role,https://boards.greenhouse.io/linkedin,live,,https://welc.ing/r/pkt-1n2k5d4,https://welc.ing/packets/pkt-1n2k5d4/resume-light.pdf,https://welc.ing/packets/pkt-1n2k5d4/resume.pdf,https://welc.ing/packets/pkt-1n2k5d4/cover-letter.txt,https://welc.ing/packets/pkt-1n2k5d4/cover-letter.pdf,https://welc.ing/packets/pkt-1n2k5d4/pitch.html,
LSEG,"Product Manager, AI","New York, NY",lseg-product-manager-ai,curated-role,https://www.lseg.com/careers,unknown,,https://welc.ing/r/pkt-vuc4zn,https://welc.ing/packets/pkt-vuc4zn/resume-light.pdf,https://welc.ing/packets/pkt-vuc4zn/resume.pdf,https://welc.ing/packets/pkt-vuc4zn/cover-letter.txt,https://welc.ing/packets/pkt-vuc4zn/cover-letter.pdf,https://welc.ing/packets/pkt-vuc4zn/pitch.html,
MDCalc,Senior Product Manager (Commercial Product),"New York, NY",mdcalc-senior-product-manager-commercial-product,curated-role,https://www.mdcalc.com/careers,live,,https://welc.ing/r/pkt-1e5hci1,https://welc.ing/packets/pkt-1e5hci1/resume-light.pdf,https://welc.ing/packets/pkt-1e5hci1/resume.pdf,https://welc.ing/packets/pkt-1e5hci1/cover-letter.txt,https://welc.ing/packets/pkt-1e5hci1/cover-letter.pdf,https://welc.ing/packets/pkt-1e5hci1/pitch.html,
Metropolis Technologies,"Director, Applied AI","New York, NY",metropolis-technologies-director-applied-ai,curated-role,https://www.metropolis-technologies.com/careers,live,,https://welc.ing/r/pkt-ruy8qc,https://welc.ing/packets/pkt-ruy8qc/resume-light.pdf,https://welc.ing/packets/pkt-ruy8qc/resume.pdf,https://welc.ing/packets/pkt-ruy8qc/cover-letter.txt,https://welc.ing/packets/pkt-ruy8qc/cover-letter.pdf,https://welc.ing/packets/pkt-ruy8qc/pitch.html,
MongoDB,Senior Product Manager - IT Go-to-Market AI,"New York, NY",mongodb-senior-product-manager-it-go-to-market-ai,curated-role,https://boards.greenhouse.io/mongodb,live,,https://welc.ing/r/pkt-14v6ktp,https://welc.ing/packets/pkt-14v6ktp/resume-light.pdf,https://welc.ing/packets/pkt-14v6ktp/resume.pdf,https://welc.ing/packets/pkt-14v6ktp/cover-letter.txt,https://welc.ing/packets/pkt-14v6ktp/cover-letter.pdf,https://welc.ing/packets/pkt-14v6ktp/pitch.html,
Moody's Corporation,Data Product Manager,"New York, NY",moody-s-corporation-data-product-manager,curated-role,,,,https://welc.ing/r/pkt-12mtccr,https://welc.ing/packets/pkt-12mtccr/resume-light.pdf,https://welc.ing/packets/pkt-12mtccr/resume.pdf,https://welc.ing/packets/pkt-12mtccr/cover-letter.txt,https://welc.ing/packets/pkt-12mtccr/cover-letter.pdf,https://welc.ing/packets/pkt-12mtccr/pitch.html,
Morgan Stanley,Product Manager- AI and Transformation Strategy,"New York, NY",morgan-stanley-product-manager-ai-and-transformation-strategy,curated-role,,,,https://welc.ing/r/pkt-11c7azp,https://welc.ing/packets/pkt-11c7azp/resume-light.pdf,https://welc.ing/packets/pkt-11c7azp/resume.pdf,https://welc.ing/packets/pkt-11c7azp/cover-letter.txt,https://welc.ing/packets/pkt-11c7azp/cover-letter.pdf,https://welc.ing/packets/pkt-11c7azp/pitch.html,
Motion Recruitment,Technical Product Manager - AI (Hybrid NYC),"New York, NY",motion-recruitment-technical-product-manager-ai-hybrid-nyc,curated-role,,,,https://welc.ing/r/pkt-xqxvm1,https://welc.ing/packets/pkt-xqxvm1/resume-light.pdf,https://welc.ing/packets/pkt-xqxvm1/resume.pdf,https://welc.ing/packets/pkt-xqxvm1/cover-letter.txt,https://welc.ing/packets/pkt-xqxvm1/cover-letter.pdf,https://welc.ing/packets/pkt-xqxvm1/pitch.html,
NTT DATA North America,AI Product Manager,"New York, NY",ntt-data-north-america-ai-product-manager,curated-role,,,,https://welc.ing/r/pkt-19e2f76,https://welc.ing/packets/pkt-19e2f76/resume-light.pdf,https://welc.ing/packets/pkt-19e2f76/resume.pdf,https://welc.ing/packets/pkt-19e2f76/cover-letter.txt,https://welc.ing/packets/pkt-19e2f76/cover-letter.pdf,https://welc.ing/packets/pkt-19e2f76/pitch.html,
NVIDIA,Product Manager - Open Models,"California, United States",nvidia-product-manager-open-models,curated-role,https://careers.nvidia.com,live,,https://welc.ing/r/pkt-tlicd4,https://welc.ing/packets/pkt-tlicd4/resume-light.pdf,https://welc.ing/packets/pkt-tlicd4/resume.pdf,https://welc.ing/packets/pkt-tlicd4/cover-letter.txt,https://welc.ing/packets/pkt-tlicd4/cover-letter.pdf,https://welc.ing/packets/pkt-tlicd4/pitch.html,
OpenAI,"Manager, AI Success Engineers - NYC","New York, NY",openai-manager-ai-success-engineers-nyc,curated-role,https://www.openai.com/careers,live,,https://welc.ing/r/pkt-16mx5ky,https://welc.ing/packets/pkt-16mx5ky/resume-light.pdf,https://welc.ing/packets/pkt-16mx5ky/resume.pdf,https://welc.ing/packets/pkt-16mx5ky/cover-letter.txt,https://welc.ing/packets/pkt-16mx5ky/cover-letter.pdf,https://welc.ing/packets/pkt-16mx5ky/pitch.html,
PatientNow,Principal Product Manager,"Brooklyn, NY",patientnow-principal-product-manager,curated-role,https://www.patientnow.com/careers,live,,https://welc.ing/r/pkt-mnyocf,https://welc.ing/packets/pkt-mnyocf/resume-light.pdf,https://welc.ing/packets/pkt-mnyocf/resume.pdf,https://welc.ing/packets/pkt-mnyocf/cover-letter.txt,https://welc.ing/packets/pkt-mnyocf/cover-letter.pdf,https://welc.ing/packets/pkt-mnyocf/pitch.html,
Pendo.io,Sr. Product Manager,"New York, NY",pendo-io-sr-product-manager,curated-role,,,,https://welc.ing/r/pkt-j9ijhs,https://welc.ing/packets/pkt-j9ijhs/resume-light.pdf,https://welc.ing/packets/pkt-j9ijhs/resume.pdf,https://welc.ing/packets/pkt-j9ijhs/cover-letter.txt,https://welc.ing/packets/pkt-j9ijhs/cover-letter.pdf,https://welc.ing/packets/pkt-j9ijhs/pitch.html,
Pinecone,"Staff/Principal Product Manager, Database",United States,pinecone-staff-principal-product-manager-database,curated-role,https://jobs.ashbyhq.com/pinecone,unknown,,https://welc.ing/r/pkt-1dfzgq4,https://welc.ing/packets/pkt-1dfzgq4/resume-light.pdf,https://welc.ing/packets/pkt-1dfzgq4/resume.pdf,https://welc.ing/packets/pkt-1dfzgq4/cover-letter.txt,https://welc.ing/packets/pkt-1dfzgq4/cover-letter.pdf,https://welc.ing/packets/pkt-1dfzgq4/pitch.html,
Prime Video & Amazon MGM Studios,"Principal Product Manager, Tech - Ad Products, Prime Video","New York, NY",prime-video-amazon-mgm-studios-principal-product-manager-tech-ad-products-prime-video,curated-role,,,,https://welc.ing/r/pkt-760uhe,https://welc.ing/packets/pkt-760uhe/resume-light.pdf,https://welc.ing/packets/pkt-760uhe/resume.pdf,https://welc.ing/packets/pkt-760uhe/cover-letter.txt,https://welc.ing/packets/pkt-760uhe/cover-letter.pdf,https://welc.ing/packets/pkt-760uhe/pitch.html,
